split,filename,domain,lhs_class,rhs_class,lhs_area,rhs_area,violation_ratio,objects_in_image,lhs_bbox_index,rhs_bbox_index,review_reason
train,DAMIMAS_A21B_0501_2.jpg,DAMIMAS,B3,B4,4462,7102,1.592,7,5,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0140_2.jpg,DAMIMAS,B2,B3,14051,22366,1.592,7,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0600_2.jpg,DAMIMAS,B1,B2,18623,29634,1.591,8,1,2,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0497_2.jpg,DAMIMAS,B2,B3,8281,13174,1.591,6,3,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0568_4.jpg,DAMIMAS,B3,B4,11563,18393,1.591,5,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0427_3.jpg,DAMIMAS,B2,B3,8578,13644,1.591,7,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0774_1.jpg,DAMIMAS,B1,B3,5357,8514,1.589,2,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0817_1.jpg,DAMIMAS,B1,B3,11290,17941,1.589,4,2,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0539_4.jpg,DAMIMAS,B2,B3,7353,11684,1.589,7,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0413_2.jpg,DAMIMAS,B1,B3,10301,16367,1.589,8,1,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0656_1.jpg,DAMIMAS,B1,B3,17268,27430,1.589,7,4,3,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0812_7.jpg,DAMIMAS,B2,B3,13778,21882,1.588,4,3,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0124_2.jpg,DAMIMAS,B2,B3,10876,17272,1.588,5,3,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0534_2.jpg,DAMIMAS,B2,B3,13448,21353,1.588,4,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0655_2.jpg,DAMIMAS,B1,B3,12419,19711,1.587,5,0,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0002_3.jpg,DAMIMAS,B3,B4,2989,4743,1.587,8,3,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0592_2.jpg,DAMIMAS,B3,B4,25779,40896,1.586,4,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0630_1.jpg,DAMIMAS,B2,B4,14842,23539,1.586,6,5,3,B2 lebih kecil dari B4 dalam gambar yang sama
train,LONSUM_A21A_0004_1.jpg,LONSUM,B2,B3,5992,9500,1.585,5,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0315_3.jpg,DAMIMAS,B2,B3,12415,19681,1.585,6,3,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0836_1.jpg,DAMIMAS,B1,B2,12480,19781,1.585,6,1,4,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0037_1.jpg,DAMIMAS,B3,B4,3484,5523,1.585,4,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0179_3.jpg,DAMIMAS,B1,B2,18538,29373,1.585,5,4,0,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0274_1.jpg,DAMIMAS,B2,B3,7897,12512,1.584,5,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0147_3.jpg,DAMIMAS,B2,B3,5919,9377,1.584,6,2,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0506_1.jpg,DAMIMAS,B1,B2,5955,9435,1.584,9,4,1,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0054_3.jpg,DAMIMAS,B2,B4,10307,16328,1.584,4,1,2,B2 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0847_3.jpg,DAMIMAS,B2,B3,15215,24101,1.584,6,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0259_4.jpg,DAMIMAS,B2,B3,8996,14247,1.584,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0445_1.jpg,DAMIMAS,B3,B4,2253,3568,1.583,3,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0281_1.jpg,DAMIMAS,B3,B4,5498,8703,1.583,6,2,0,B3 lebih kecil dari B4 dalam gambar yang sama
test,LONSUM_A21A_0067_4.jpg,LONSUM,B2,B3,6464,10232,1.583,6,0,4,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0505_2.jpg,DAMIMAS,B3,B4,10557,16708,1.583,5,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0787_2.jpg,DAMIMAS,B2,B3,12515,19804,1.582,3,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0721_1.jpg,DAMIMAS,B2,B3,37109,58709,1.582,7,0,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0850_3.jpg,DAMIMAS,B3,B4,12209,19310,1.582,5,1,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0242_2.jpg,DAMIMAS,B2,B3,13587,21488,1.582,4,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0630_2.jpg,DAMIMAS,B1,B3,22997,36366,1.581,6,0,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0573_1.jpg,DAMIMAS,B2,B3,12678,20044,1.581,6,5,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0531_2.jpg,DAMIMAS,B1,B2,7276,11502,1.581,8,6,5,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0365_4.jpg,DAMIMAS,B2,B3,5767,9117,1.581,7,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0458_4.jpg,DAMIMAS,B3,B4,3650,5769,1.581,5,1,4,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0390_4.jpg,DAMIMAS,B3,B4,4838,7648,1.581,7,6,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0267_2.jpg,DAMIMAS,B2,B3,6174,9759,1.581,6,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0237_1.jpg,DAMIMAS,B3,B4,10134,16018,1.581,5,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0770_1.jpg,DAMIMAS,B2,B3,21251,33585,1.580,4,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0365_1.jpg,DAMIMAS,B2,B3,9349,14775,1.580,7,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0384_2.jpg,DAMIMAS,B2,B3,5769,9109,1.579,6,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0419_1.jpg,DAMIMAS,B3,B4,12883,20343,1.579,6,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0183_3.jpg,DAMIMAS,B2,B3,5682,8971,1.579,6,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0701_3.jpg,DAMIMAS,B2,B3,10377,16382,1.579,6,0,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0487_2.jpg,DAMIMAS,B3,B4,4799,7573,1.578,6,0,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0119_3.jpg,DAMIMAS,B1,B2,7561,11928,1.578,4,1,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0668_1.jpg,DAMIMAS,B3,B4,18405,29037,1.578,6,2,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0423_4.jpg,DAMIMAS,B3,B4,5857,9237,1.577,5,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0096_4.jpg,DAMIMAS,B3,B4,5937,9363,1.577,5,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0644_4.jpg,DAMIMAS,B2,B3,13670,21551,1.577,6,5,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0079_2.jpg,DAMIMAS,B2,B3,7604,11984,1.576,6,3,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0315_2.jpg,DAMIMAS,B2,B3,15668,24692,1.576,5,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0241_2.jpg,DAMIMAS,B2,B3,8653,13631,1.575,5,4,0,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0614_4.jpg,DAMIMAS,B1,B2,17576,27680,1.575,7,6,5,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0133_1.jpg,DAMIMAS,B3,B4,8525,13419,1.574,5,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0335_4.jpg,DAMIMAS,B1,B2,6600,10387,1.574,3,0,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0303_1.jpg,DAMIMAS,B2,B3,6526,10267,1.573,8,5,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0635_1.jpg,DAMIMAS,B1,B3,20025,31502,1.573,9,1,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0393_2.jpg,DAMIMAS,B2,B4,3450,5425,1.573,5,1,0,B2 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0167_2.jpg,DAMIMAS,B1,B2,8615,13540,1.572,6,1,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0502_4.jpg,DAMIMAS,B3,B4,2421,3805,1.572,7,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0376_2.jpg,DAMIMAS,B3,B4,5259,8264,1.571,5,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0664_4.jpg,DAMIMAS,B1,B2,15861,24924,1.571,7,0,6,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0657_2.jpg,DAMIMAS,B2,B3,20955,32926,1.571,6,5,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0442_3.jpg,DAMIMAS,B2,B3,3349,5261,1.571,5,3,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0608_2.jpg,DAMIMAS,B3,B4,28716,45098,1.570,3,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0274_3.jpg,DAMIMAS,B3,B4,6792,10665,1.570,4,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0680_4.jpg,DAMIMAS,B3,B4,44674,70132,1.570,6,2,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0850_5.jpg,DAMIMAS,B1,B2,12488,19603,1.570,5,0,2,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0672_1.jpg,DAMIMAS,B3,B4,14609,22931,1.570,6,2,4,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0657_4.jpg,DAMIMAS,B3,B4,10521,16513,1.570,7,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0305_1.jpg,DAMIMAS,B1,B3,5176,8123,1.569,7,0,5,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0282_4.jpg,DAMIMAS,B2,B3,12701,19931,1.569,4,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0447_2.jpg,DAMIMAS,B2,B4,3228,5065,1.569,7,2,5,B2 lebih kecil dari B4 dalam gambar yang sama
train,LONSUM_A21A_0063_1.jpg,LONSUM,B2,B3,9060,14213,1.569,6,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0015_2.jpg,LONSUM,B3,B4,2661,4175,1.569,5,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0032_4.jpg,DAMIMAS,B3,B4,6394,10026,1.568,6,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0570_4.jpg,DAMIMAS,B2,B3,22101,34654,1.568,6,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0853_7.jpg,DAMIMAS,B2,B3,16030,25134,1.568,4,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0177_3.jpg,DAMIMAS,B2,B3,24072,37740,1.568,5,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0305_2.jpg,DAMIMAS,B1,B3,10856,17019,1.568,6,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0684_4.jpg,DAMIMAS,B3,B4,7511,11773,1.567,9,8,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0581_3.jpg,DAMIMAS,B3,B4,6885,10792,1.567,5,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0417_4.jpg,DAMIMAS,B1,B2,8995,14097,1.567,6,0,4,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0364_1.jpg,DAMIMAS,B1,B2,18832,29504,1.567,7,0,4,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0739_3.jpg,DAMIMAS,B3,B4,26483,41481,1.566,5,4,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0579_2.jpg,DAMIMAS,B1,B3,4580,7173,1.566,8,5,2,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0013_4.jpg,DAMIMAS,B1,B3,4394,6880,1.566,4,1,0,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0652_3.jpg,DAMIMAS,B2,B3,17561,27494,1.566,4,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0364_1.jpg,DAMIMAS,B2,B3,16927,26495,1.565,7,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0469_2.jpg,DAMIMAS,B2,B3,5484,8578,1.564,5,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0108_4.jpg,DAMIMAS,B2,B3,9945,15547,1.563,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0639_4.jpg,DAMIMAS,B2,B3,26775,41856,1.563,6,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0708_4.jpg,DAMIMAS,B3,B4,54246,84799,1.563,6,5,4,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0390_3.jpg,DAMIMAS,B3,B4,2843,4442,1.562,8,2,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0671_1.jpg,DAMIMAS,B3,B4,30138,47084,1.562,5,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0389_2.jpg,DAMIMAS,B3,B4,3121,4875,1.562,7,6,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0081_4.jpg,DAMIMAS,B1,B3,14309,22351,1.562,5,1,4,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0372_4.jpg,DAMIMAS,B3,B4,5633,8797,1.562,6,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0715_3.jpg,DAMIMAS,B1,B2,42229,65908,1.561,7,1,5,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0273_3.jpg,DAMIMAS,B2,B3,19608,30599,1.561,4,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0551_4.jpg,DAMIMAS,B3,B4,5187,8093,1.560,8,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0428_3.jpg,DAMIMAS,B3,B4,6948,10840,1.560,7,4,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0823_6.jpg,DAMIMAS,B1,B3,13784,21500,1.560,8,6,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0341_4.jpg,DAMIMAS,B2,B3,4042,6302,1.559,5,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0788_3.jpg,DAMIMAS,B3,B4,8330,12988,1.559,6,4,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0458_1.jpg,DAMIMAS,B2,B3,6587,10269,1.559,6,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0163_2.jpg,DAMIMAS,B1,B3,3125,4870,1.558,7,4,6,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0820_5.jpg,DAMIMAS,B2,B3,12619,19656,1.558,6,5,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0428_2.jpg,DAMIMAS,B2,B4,8638,13452,1.557,7,6,4,B2 lebih kecil dari B4 dalam gambar yang sama
train,LONSUM_A21A_0092_1.jpg,LONSUM,B2,B3,1778,2769,1.557,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0174_3.jpg,DAMIMAS,B3,B4,4490,6993,1.557,7,1,6,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0346_2.jpg,DAMIMAS,B1,B3,7648,11907,1.557,5,3,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0077_4.jpg,DAMIMAS,B2,B3,13822,21517,1.557,4,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0252_4.jpg,DAMIMAS,B2,B3,24095,37508,1.557,3,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0671_3.jpg,DAMIMAS,B2,B3,22029,34291,1.557,6,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0163_4.jpg,DAMIMAS,B1,B2,4575,7122,1.557,8,0,7,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0285_3.jpg,DAMIMAS,B2,B3,8874,13813,1.556,7,6,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0402_4.jpg,DAMIMAS,B3,B4,5232,8141,1.556,5,1,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0798_4.jpg,DAMIMAS,B2,B3,33527,52170,1.556,3,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0352_1.jpg,DAMIMAS,B1,B2,8969,13953,1.556,6,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0382_3.jpg,DAMIMAS,B3,B4,7871,12240,1.555,8,6,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0478_1.jpg,DAMIMAS,B2,B3,4360,6779,1.555,8,6,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0628_1.jpg,DAMIMAS,B2,B3,16902,26273,1.554,5,0,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0495_3.jpg,DAMIMAS,B2,B3,4977,7735,1.554,5,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0218_4.jpg,DAMIMAS,B2,B4,4980,7741,1.554,5,0,4,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0655_4.jpg,DAMIMAS,B3,B4,6534,10152,1.554,6,4,5,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0490_1.jpg,DAMIMAS,B1,B3,10612,16481,1.553,7,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0045_4.jpg,LONSUM,B1,B2,4808,7467,1.553,2,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0671_4.jpg,DAMIMAS,B3,B4,11241,17456,1.553,6,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0700_2.jpg,DAMIMAS,B2,B3,20362,31611,1.552,5,3,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0246_1.jpg,DAMIMAS,B2,B4,2958,4591,1.552,7,0,6,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0354_1.jpg,DAMIMAS,B2,B3,3526,5472,1.552,9,3,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0299_3.jpg,DAMIMAS,B2,B3,10661,16544,1.552,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0012_1.jpg,DAMIMAS,B3,B4,4310,6688,1.552,5,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0149_1.jpg,DAMIMAS,B3,B4,7779,12070,1.552,7,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0359_4.jpg,DAMIMAS,B3,B4,2447,3796,1.551,6,5,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0240_1.jpg,DAMIMAS,B2,B3,15574,24158,1.551,3,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0096_1.jpg,DAMIMAS,B3,B4,9249,14343,1.551,4,2,0,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0512_3.jpg,DAMIMAS,B1,B3,12343,19141,1.551,6,4,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0566_1.jpg,DAMIMAS,B2,B4,6134,9512,1.551,7,6,3,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0190_2.jpg,DAMIMAS,B2,B3,13136,20368,1.550,3,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0836_2.jpg,DAMIMAS,B1,B3,12102,18764,1.550,5,2,3,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0331_4.jpg,DAMIMAS,B2,B3,8769,13594,1.550,5,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0174_3.jpg,DAMIMAS,B3,B4,4490,6959,1.550,7,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0088_2.jpg,DAMIMAS,B1,B3,14055,21771,1.549,5,4,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0544_3.jpg,DAMIMAS,B1,B2,17803,27569,1.549,5,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0660_1.jpg,DAMIMAS,B3,B4,2765,4282,1.548,6,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0189_4.jpg,DAMIMAS,B1,B2,13518,20922,1.548,2,1,0,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0375_3.jpg,DAMIMAS,B2,B3,5362,8299,1.548,5,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0850_3.jpg,DAMIMAS,B3,B4,12478,19310,1.548,5,2,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0580_1.jpg,DAMIMAS,B1,B2,21574,33382,1.547,7,0,2,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0708_1.jpg,DAMIMAS,B1,B3,36246,56078,1.547,8,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0015_2.jpg,DAMIMAS,B2,B3,5111,7906,1.547,6,1,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0653_2.jpg,DAMIMAS,B2,B3,8767,13559,1.547,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0172_3.jpg,DAMIMAS,B2,B4,11673,18053,1.547,5,3,1,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0395_1.jpg,DAMIMAS,B2,B3,5802,8971,1.546,5,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0455_3.jpg,DAMIMAS,B2,B3,2469,3817,1.546,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0837_1.jpg,DAMIMAS,B1,B3,14967,23135,1.546,4,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0066_4.jpg,DAMIMAS,B3,B4,3683,5692,1.545,7,3,6,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0850_1.jpg,DAMIMAS,B1,B3,23292,35989,1.545,6,3,1,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0208_4.jpg,DAMIMAS,B2,B3,11152,17230,1.545,5,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0582_3.jpg,DAMIMAS,B3,B4,5846,9033,1.545,6,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0504_3.jpg,DAMIMAS,B2,B3,9976,15413,1.545,6,3,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0319_4.jpg,DAMIMAS,B2,B3,6727,10391,1.545,5,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0542_2.jpg,DAMIMAS,B1,B3,10736,16585,1.545,5,4,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0006_2.jpg,LONSUM,B2,B3,9488,14656,1.545,3,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0840_7.jpg,DAMIMAS,B1,B2,11898,18378,1.545,6,0,5,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0130_1.jpg,DAMIMAS,B1,B4,4169,6432,1.543,5,0,3,B1 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0289_4.jpg,DAMIMAS,B2,B3,4155,6410,1.543,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0440_2.jpg,DAMIMAS,B2,B3,7613,11744,1.543,7,3,0,B2 lebih kecil dari B3 dalam gambar yang sama
